timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672296584612,332,Monolithic-based client,200,,client-to-application (GET) 1-404,text,true,,264325,127,570,570,http://172.31.47.81/sensing/data,310,0,45
1672296584664,319,Monolithic-based client,200,,client-to-application (GET) 1-418,text,true,,264325,127,588,588,http://172.31.47.81/sensing/data,309,0,2
1672296584631,855,Monolithic-based client,200,,client-to-application (GET) 1-73,text,true,,264325,127,1027,1027,http://172.31.47.81/sensing/data,832,0,37
1672296584613,942,Monolithic-based client,200,,client-to-application (GET) 1-315,text,true,,264325,127,1107,1107,http://172.31.47.81/sensing/data,914,0,50
1672296584635,1026,Monolithic-based client,200,,client-to-application (GET) 1-369,text,true,,264325,127,1207,1207,http://172.31.47.81/sensing/data,1009,0,30
1672296584595,1102,Monolithic-based client,200,,client-to-application (GET) 1-155,text,true,,264325,127,1240,1240,http://172.31.47.81/sensing/data,1073,0,86
1672296584665,1032,Monolithic-based client,200,,client-to-application (GET) 1-423,text,true,,264325,127,1240,1240,http://172.31.47.81/sensing/data,1002,0,13
1672296584593,1153,Monolithic-based client,200,,client-to-application (GET) 1-203,text,true,,264325,127,1269,1269,http://172.31.47.81/sensing/data,1130,0,88
1672296584593,1154,Monolithic-based client,200,,client-to-application (GET) 1-362,text,true,,264325,127,1268,1268,http://172.31.47.81/sensing/data,1130,0,87
1672296584594,1158,Monolithic-based client,200,,client-to-application (GET) 1-389,text,true,,264325,127,1268,1268,http://172.31.47.81/sensing/data,1112,0,73
1672296584597,1159,Monolithic-based client,200,,client-to-application (GET) 1-36,text,true,,264325,127,1269,1269,http://172.31.47.81/sensing/data,1109,0,84
1672296584596,1205,Monolithic-based client,200,,client-to-application (GET) 1-105,text,true,,264325,127,1297,1297,http://172.31.47.81/sensing/data,1174,0,86
1672296584632,1207,Monolithic-based client,200,,client-to-application (GET) 1-241,text,true,,264325,127,1365,1365,http://172.31.47.81/sensing/data,1157,0,35
1672296584612,1242,Monolithic-based client,200,,client-to-application (GET) 1-313,text,true,,264325,127,1375,1375,http://172.31.47.81/sensing/data,1205,0,51
1672296584662,1195,Monolithic-based client,200,,client-to-application (GET) 1-422,text,true,,264325,127,1375,1375,http://172.31.47.81/sensing/data,1138,0,0
1672296584592,1296,Monolithic-based client,200,,client-to-application (GET) 1-336,text,true,,264325,127,1405,1405,http://172.31.47.81/sensing/data,1261,0,89
1672296584583,1325,Monolithic-based client,200,,client-to-application (GET) 1-391,text,true,,264325,127,1411,1411,http://172.31.47.81/sensing/data,1304,0,117
1672296584596,1315,Monolithic-based client,200,,client-to-application (GET) 1-111,text,true,,264325,127,1410,1410,http://172.31.47.81/sensing/data,1280,0,86
1672296584629,1511,Monolithic-based client,200,,client-to-application (GET) 1-350,text,true,,264325,127,1539,1539,http://172.31.47.81/sensing/data,1269,0,31
1672296584613,1534,Monolithic-based client,200,,client-to-application (GET) 1-317,text,true,,264325,127,1541,1541,http://172.31.47.81/sensing/data,1287,0,50
1672296584611,1563,Monolithic-based client,200,,client-to-application (GET) 1-302,text,true,,264325,127,1575,1575,http://172.31.47.81/sensing/data,1289,0,50
1672296584631,1701,Monolithic-based client,200,,client-to-application (GET) 1-46,text,true,,264325,127,1772,1772,http://172.31.47.81/sensing/data,1279,0,34
1672296584587,1766,Monolithic-based client,200,,client-to-application (GET) 1-357,text,true,,264325,127,1784,1784,http://172.31.47.81/sensing/data,1462,0,112
1672296584631,1738,Monolithic-based client,200,,client-to-application (GET) 1-194,text,true,,264325,127,1798,1798,http://172.31.47.81/sensing/data,1418,0,32
1672296584639,1800,Monolithic-based client,200,,client-to-application (GET) 1-94,text,true,,264325,127,1863,1863,http://172.31.47.81/sensing/data,1411,0,27
1672296584609,2103,Monolithic-based client,200,,client-to-application (GET) 1-288,text,true,,264325,127,2111,2111,http://172.31.47.81/sensing/data,1299,0,58
1672296584597,2176,Monolithic-based client,200,,client-to-application (GET) 1-137,text,true,,264325,127,2202,2202,http://172.31.47.81/sensing/data,1313,0,104
1672296584591,2615,Monolithic-based client,200,,client-to-application (GET) 1-245,text,true,,264325,127,2699,2699,http://172.31.47.81/sensing/data,1458,0,112
1672296584610,2697,Monolithic-based client,200,,client-to-application (GET) 1-291,text,true,,264325,127,2802,2802,http://172.31.47.81/sensing/data,1439,0,75
1672296584593,2943,Monolithic-based client,200,,client-to-application (GET) 1-197,text,true,,264325,127,2971,2971,http://172.31.47.81/sensing/data,1456,0,88
1672296584612,3695,Monolithic-based client,200,,client-to-application (GET) 1-308,text,true,,264325,127,2970,2970,http://172.31.47.81/sensing/data,1438,0,51
1672296584592,3970,Monolithic-based client,200,,client-to-application (GET) 1-388,text,true,,264325,127,2969,2969,http://172.31.47.81/sensing/data,1458,0,109
